@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44}

@data
555,'2020/10/15 21:39:44:202',594,9.554717,-0.861064,0.056551,1091.605835,3.109223,-1.372767,23.342026,1.460297,-0.033655,3.985584,-0.008838,0.008031,3.569267,0.06689,-0.000968,27
556,'2020/10/15 21:39:45:077',595,9.727229,-0.173118,0.017033,568.644714,118.440155,-4.256058,44.25845,-3.23349,0.14757,7.883031,-0.410225,0.016015,4.826044,-0.248358,0.010997,28
557,'2020/10/15 21:39:45:941',596,7.039226,0.262907,-0.002145,774.479797,32.295967,-1.463444,74.195747,-4.28791,0.125638,4.318616,0.26248,-0.002772,6.551711,-0.28524,0.009007,29
558,'2020/10/15 21:39:46:752',597,5.746758,0.394253,-0.004982,261.769867,121.552383,-4.100836,71.80011,-5.24495,0.125068,7.437603,-0.30401,0.013017,6.601993,-0.355594,0.008577,30
559,'2020/10/15 21:39:47:583',598,5.569187,-0.025905,0.022082,853.781677,53.066662,-2.013634,8.801491,1.686309,-0.000276,5.370174,-0.154382,0.009912,2.741626,0.033377,0.002917,31
560,'2020/10/15 21:39:48:372',599,11.263892,-1.14355,0.059613,1054.130005,-3.489962,-0.76887,3.68058,5.191968,-0.125611,5.543165,-0.112912,0.00672,2.442399,0.228146,-0.003959,32
561,'2020/10/15 21:39:48:927',600,9.275721,0.155133,-0.095692,852.851013,-12.347823,4.704708,12.367949,5.032866,-0.525836,7.533973,-0.228499,-0.023959,2.513111,0.526537,-0.059277,33
562,'2020/10/15 21:39:49:696',601,17.912088,-1.471618,0.064477,1379.915771,-16.378788,0.568787,10.319688,0.214603,-0.006011,5.060218,-0.085723,0.008998,2.331075,0.01321,-0.000733,34
563,'2020/10/15 21:39:50:228',602,8.055888,1.107697,-0.185928,1504.795898,-36.610149,3.82837,9.593123,-0.191856,-0.004516,4.339828,0.786522,-0.10362,2.062087,-0.057166,0.004674,35
564,'2020/10/15 21:39:50:955',603,11.431722,-0.360083,0.029454,1177.220093,-32.930016,2.31124,11.890682,1.948579,-0.125394,6.900528,-0.525783,0.030073,2.324266,0.218189,-0.014194,36
565,'2020/10/15 21:39:51:519',604,10.462016,-0.227946,-0.051669,1353.560303,-147.113785,14.223052,3.640092,5.508459,-0.48709,7.712832,-0.760438,0.038983,1.308954,0.631114,-0.0561,37
566,'2020/10/15 21:39:52:063',605,16.40851,0.219371,-0.181683,1200.067139,-79.721336,12.874165,13.338386,6.253126,-0.772463,4.460837,1.408038,-0.130976,2.407722,0.644435,-0.082927,38
567,'2020/10/15 21:39:52:778',606,17.639877,-2.092481,0.116196,1152.998291,9.779494,-1.51411,18.75841,-0.204791,0.078352,3.957159,-0.148233,0.037531,3.138468,-0.048898,0.007232,39
568,'2020/10/15 21:39:53:524',607,16.421715,-1.842933,0.092801,711.990845,103.233032,-6.265241,48.564899,-6.909059,0.527814,7.302689,-0.760113,0.042814,5.068604,-0.434073,0.03061,40
569,'2020/10/15 21:39:54:122',608,17.803518,-3.318549,0.22512,645.401123,-13.737902,6.416031,136.928421,-14.159999,0.329578,16.890162,-2.896032,0.164728,8.663486,-0.45399,-0.005525,41
570,'2020/10/15 21:39:54:719',609,20.370569,-2.947223,0.153988,946.847229,63.307434,-2.906654,51.491066,-5.476133,0.261917,7.431988,-1.154984,0.100148,5.465006,-0.424999,0.021674,42
571,'2020/10/15 21:39:55:519',610,15.433376,-1.447116,0.068034,946.430115,16.051556,-0.869004,74.518806,-5.495919,0.265764,7.324194,-0.069851,-0.000872,6.707045,-0.349857,0.015683,43
572,'2020/10/15 21:39:56:117',611,12.136262,-0.397144,-0.038772,798.269653,51.626949,-3.017842,78.427902,-7.604542,0.263041,4.599504,-0.094494,0.003506,6.596432,-0.442315,0.017747,44
573,'2020/10/15 21:39:56:661',612,11.070809,0.840494,-0.194573,859.129395,-76.396515,15.584696,87.036613,-7.015301,-0.130136,6.988062,1.222007,-0.166997,7.243817,-0.389359,-0.014845,1
574,'2020/10/15 21:39:57:344',613,9.438915,-0.430682,0.064075,2170.142822,-305.426178,27.70862,6.234865,2.666349,-0.209008,5.84911,0.819704,-0.07865,1.781622,0.299317,-0.026626,2
575,'2020/10/15 21:39:57:856',614,19.27577,1.435412,-0.131433,3295.147705,-46.40572,8.47257,3.732149,0.022225,-0.011123,6.110739,0.441485,-0.107662,0.995256,-0.024888,0.000139,3
576,'2020/10/15 21:39:58:741',615,3.798116,1.064833,-0.011395,2430.984619,18.537088,2.523529,5.416728,0.0453,-0.009194,6.782444,-0.327297,0.01083,1.010045,0.035663,-0.003183,4
577,'2020/10/15 21:39:59:285',616,16.712753,2.111719,-0.384274,3585.777344,170.783386,-26.589169,3.391488,-0.741119,0.104628,2.561066,0.695876,-0.074737,0.525889,-0.106642,0.017859,5
578,'2020/10/15 21:40:00:234',617,13.606324,-0.429398,0.02155,2025.841797,281.440613,-3.065595,5.819679,-0.264218,0.005517,4.405831,-0.205718,0.005907,1.964744,-0.225765,0.003877,6
579,'2020/10/15 21:40:01:226',618,11.898469,-0.266552,0.026896,7802.638184,-450.59729,11.462366,1.61009,0.301441,-0.009085,3.668168,0.03377,-0.00102,-2.037698,0.31341,-0.007756,7
580,'2020/10/15 21:40:01:780',619,19.071253,0.922007,-0.249818,3104.595703,363.118622,-51.389008,5.265925,-1.310943,0.202177,7.700242,-1.513054,0.127528,1.341682,-0.227815,0.03422,8
581,'2020/10/15 21:40:02:314',620,10.083067,2.701283,-0.384455,2579.319824,-417.292053,29.703873,-3.339467,6.971247,-0.508929,1.890712,2.481967,-0.253698,0.468854,0.825622,-0.059857,9
582,'2020/10/15 21:40:02:836',621,-7.177487,10.125068,-0.948497,1582.227539,-1.145185,2.591276,6.315868,1.827162,-0.18889,1.054051,1.662914,-0.1678,1.52814,0.319057,-0.034396,10
583,'2020/10/15 21:40:03:647',622,10.271255,-0.341536,0.02927,1293.440796,-72.218834,4.333089,13.155064,1.883411,-0.115979,5.283566,0.046996,-0.002631,2.358085,0.25002,-0.014198,11
584,'2020/10/15 21:40:04:117',623,12.717758,1.01594,-0.150116,1834.707031,-114.755608,2.704991,5.080038,0.47586,0.032316,5.376383,0.297789,-0.024895,1.604998,0.07619,0.008768,12
585,'2020/10/15 21:40:05:002',624,6.392202,0.024373,0.018637,1818.154297,-68.304649,2.736455,6.62126,1.031772,-0.049438,2.993904,0.160861,-0.00086,1.70688,0.134041,-0.006104,13
586,'2020/10/15 21:40:05:546',625,11.922776,2.840933,-0.404555,1565.952637,-87.107788,24.964375,8.987558,-0.976709,0.044685,6.495645,0.225781,-0.059028,1.999132,0.037041,-0.021008,14
587,'2020/10/15 21:40:06:410',626,14.209311,-0.771662,0.04083,5222.098633,-647.192871,25.766029,-6.592641,4.502983,-0.196255,4.551023,0.023314,0.003046,-0.869998,0.706602,-0.030791,15
588,'2020/10/15 21:40:07:327',627,16.281141,-1.004632,0.052809,3819.584473,-214.510071,7.436029,0.335193,0.590893,-0.020265,7.116663,-0.291493,0.010067,-0.206742,0.197904,-0.006387,16
589,'2020/10/15 21:40:07:807',628,19.028881,-0.065336,-0.082603,2512.125244,233.331619,-41.809208,3.790221,-0.417081,0.074538,4.375526,0.888391,-0.098785,1.116552,-0.111904,0.021263,17
590,'2020/10/15 21:40:08:607',629,2.778674,0.772871,-0.015811,1650.716675,-120.432487,3.774234,7.060358,2.676178,-0.067708,2.915366,0.257174,-0.003149,1.89545,0.302155,-0.008337,18
591,'2020/10/15 21:40:09:428',630,12.966035,-1.261821,0.063537,706.342834,18.904047,-1.093272,31.760929,1.306317,-0.04282,5.590652,-0.224823,0.015768,4.609599,0.046613,-0.000869,19
592,'2020/10/15 21:40:10:292',631,10.151339,-0.446606,0.025903,583.084167,19.088413,-0.51519,48.253651,-1.708192,0.052268,6.943624,-0.393488,0.017742,5.912345,-0.161695,0.004572,20
593,'2020/10/15 21:40:11:040',632,14.153135,-1.510036,0.084132,661.136902,21.188955,-0.767815,25.837374,3.123537,-0.106584,7.004408,-0.553982,0.030464,4.20342,0.114071,-0.00318,21
594,'2020/10/15 21:40:11:839',633,12.044931,-0.77184,0.040241,444.456207,95.318779,-3.192542,71.191963,-6.749973,0.185595,4.862747,-0.105945,0.01024,6.94489,-0.494177,0.013672,22
595,'2020/10/15 21:40:12:426',634,11.919219,-0.923141,0.010246,648.572754,147.698669,-11.113594,13.670479,0.522164,0.006859,7.588827,-0.666605,0.035695,3.424736,-0.233126,0.027625,23
596,'2020/10/15 21:40:13:001',635,1.004107,3.571084,-0.330265,585.069397,-62.84301,14.26524,19.497404,18.596411,-1.948317,8.590563,-1.039832,0.065209,5.852335,0.194172,-0.058353,24
597,'2020/10/15 21:40:13:685',636,9.549048,-0.499823,0.035681,934.522705,24.580864,0.678429,11.541311,1.184284,-0.091717,8.774858,-0.974169,0.051145,2.868853,0.001218,-0.003439,25
598,'2020/10/15 21:40:14:505',637,13.329296,-0.743121,0.028911,1164.894775,-31.140211,1.247752,21.822094,0.524059,-0.021425,5.166379,0.090808,0.002283,3.387517,0.029157,-0.001647,26
599,'2020/10/15 21:40:15:263',638,9.151234,-0.67631,0.044848,1191.608643,-33.154526,0.367216,22.074863,0.576543,0.017959,5.404225,-0.097648,0.007103,3.278942,0.081248,-0.000742,27
600,'2020/10/15 21:40:16:138',639,9.572639,-0.125907,0.016453,440.699554,103.955429,-3.270263,58.963757,-4.972345,0.198217,5.314533,-0.162244,0.01032,5.746987,-0.344021,0.013544,28
601,'2020/10/15 21:40:17:002',640,9.497219,-0.288234,0.020726,805.516968,9.963161,-0.30074,86.295372,-4.746511,0.115203,5.530946,-0.077719,0.015241,7.006204,-0.25423,0.006086,29
602,'2020/10/15 21:40:17:812',641,5.157949,0.445677,-0.005963,218.045731,137.215591,-4.985227,68.63208,-6.135584,0.190933,7.185425,-0.392545,0.020054,6.634491,-0.452845,0.014468,30
603,'2020/10/15 21:40:18:644',642,4.315389,0.218077,0.012712,881.071411,47.99189,-1.745591,6.345017,2.343295,-0.033392,6.055095,0.137989,-0.004965,2.514184,0.088903,0.000388,31
604,'2020/10/15 21:40:19:433',643,11.623285,-1.150526,0.058704,1095.16687,-31.717066,0.672489,2.539711,6.368231,-0.171697,4.598321,0.197818,-0.002446,2.344939,0.328467,-0.008428,32
605,'2020/10/15 21:40:19:988',644,10.907305,-0.941906,0.027304,1263.081421,-173.311874,16.507132,9.984344,4.453194,-0.425983,5.139271,0.436387,-0.065445,2.132838,0.525164,-0.050266,33
606,'2020/10/15 21:40:20:756',645,18.264299,-1.406984,0.060613,1398.458862,-36.929161,2.25556,9.568362,0.851034,-0.047052,6.040707,-0.426027,0.025392,2.347408,0.055011,-0.004332,34
607,'2020/10/15 21:40:21:289',646,9.352857,0.231648,-0.10768,1191.668579,39.34124,-4.996509,13.727444,-1.580136,0.184137,4.978492,0.506773,-0.078247,2.368297,-0.039751,0.007995,35
608,'2020/10/15 21:40:22:014',647,14.610421,-0.962929,0.054278,1082.656372,-26.133539,2.182948,16.458797,1.782898,-0.130639,7.724373,-0.672814,0.033435,3.005009,0.132989,-0.011397,36
609,'2020/10/15 21:40:22:580',648,13.496591,-1.873609,0.102472,1503.123047,-210.46608,18.456305,0.436743,5.647956,-0.399283,6.656172,-0.305022,0.007525,1.21006,0.536583,-0.038228,37
610,'2020/10/15 21:40:23:124',649,15.293819,0.811905,-0.227908,1598.906494,-183.27713,15.463041,6.024166,7.376754,-0.710891,5.08536,-0.09002,-0.0045,1.930394,0.639205,-0.063064,38
611,'2020/10/15 21:40:23:838',650,16.714304,-1.532814,0.077257,1310.963867,-39.082855,1.137901,15.622799,1.833932,-0.05134,6.892835,-0.14604,0.024521,2.793253,0.133498,-0.003567,39
612,'2020/10/15 21:40:24:585',651,14.868264,-1.423642,0.06818,809.571899,34.814735,-2.31372,51.881229,-5.702284,0.40501,8.274498,-0.985843,0.053991,5.371252,-0.371294,0.024339,40
613,'2020/10/15 21:40:25:182',652,17.208483,-3.199684,0.22261,524.501709,47.19611,4.348241,129.77153,-14.764972,0.339725,12.742496,-2.084035,0.114779,8.731157,-0.62726,0.00138,41
614,'2020/10/15 21:40:25:779',653,23.096405,-3.828201,0.218854,593.773254,251.468521,-15.33435,49.952751,-5.585512,0.327727,6.128752,-0.275252,0.014592,5.722356,-0.593918,0.035938,42
615,'2020/10/15 21:40:26:580',654,13.915068,-1.192103,0.05938,933.468689,40.95575,-2.22748,68.745522,-5.918753,0.326269,4.928773,-0.092012,0.007192,6.617713,-0.43774,0.021755,43
616,'2020/10/15 21:40:27:177',655,15.758441,-2.370374,0.138706,750.208862,95.021103,-6.936898,73.846405,-9.88252,0.556151,6.064234,-0.561579,0.049607,6.609142,-0.67433,0.040604,44
617,'2020/10/15 21:40:27:721',656,13.021438,-0.278138,-0.102764,949.163452,-85.628952,12.638502,70.957336,-6.597251,0.040799,9.608382,0.532074,-0.136202,6.313971,-0.28409,-0.012985,1
618,'2020/10/15 21:40:28:404',657,12.738823,-1.191477,0.109579,2051.22998,-206.53685,21.488739,7.206997,1.283545,-0.110638,8.665036,-0.136629,-0.017955,1.78444,0.182593,-0.018018,2
619,'2020/10/15 21:40:28:916',658,15.321533,5.76102,-0.778013,3322.624268,162.901398,-28.227264,3.420603,-0.259643,0.046532,6.665895,-1.179894,0.086144,0.80532,-0.077193,0.015063,3
620,'2020/10/15 21:40:29:812',659,4.198456,1.05051,-0.010907,1949.664063,41.48661,2.891582,6.261152,0.081108,-0.012803,6.4371,-0.496969,0.01882,1.38634,0.02673,-0.003786,4
621,'2020/10/15 21:40:30:356',660,15.968099,3.003403,-0.456499,3963.951904,234.513412,-39.508057,2.513351,-0.349715,0.05384,5.42454,-0.177595,-0.018145,0.104039,-0.012078,0.008347,5
622,'2020/10/15 21:40:31:306',661,11.987943,-0.084573,0.009717,1957.313843,329.287994,-5.113815,4.777682,-0.149054,0.002605,3.493851,-0.018925,0.000978,1.737451,-0.212007,0.003739,6
623,'2020/10/15 21:40:32:297',662,13.608826,-0.399194,0.02878,8405.507813,-536.624512,13.768689,2.836938,0.207792,-0.007161,1.626899,0.253327,-0.007292,-2.315333,0.368317,-0.00939,7
624,'2020/10/15 21:40:32:852',663,18.577183,2.237903,-0.399295,3801.229492,148.159775,-29.314911,3.369375,-0.165973,0.038806,1.680049,1.128523,-0.101643,0.699792,0.038118,0.003582,8
625,'2020/10/15 21:40:33:396',664,5.384501,4.217511,-0.460997,2251.547119,-247.211975,16.821486,-0.842341,5.678859,-0.459327,2.368515,1.21397,-0.125578,0.912911,0.62439,-0.050548,9
626,'2020/10/15 21:40:33:918',665,-3.792685,9.79842,-1.004471,1779.122192,164.109863,-31.856907,14.657222,-5.573338,0.852396,2.353217,1.020038,-0.105759,2.47333,-0.536234,0.083629,10
627,'2020/10/15 21:40:34:729',666,8.518181,-0.014507,0.017198,1398.569946,-70.39122,3.464723,11.768788,1.463574,-0.085329,3.898493,0.199478,-0.00609,2.105444,0.231358,-0.011734,11
628,'2020/10/15 21:40:35:198',667,15.145888,-0.246938,-0.008113,1409.559937,-19.980169,0.51991,7.060764,0.377825,-0.03188,6.238094,0.313682,-0.052795,2.111573,-0.006914,0.004483,12
629,'2020/10/15 21:40:36:083',668,4.986618,0.34782,0.007207,1711.288452,-75.325882,3.44048,11.600759,0.33374,-0.02793,2.692465,0.211851,-0.002412,2.278517,0.076913,-0.004855,13
630,'2020/10/15 21:40:36:628',669,13.341269,2.165309,-0.355971,2043.375732,-257.886993,36.131783,5.896627,-0.090428,0.003084,6.649938,0.284679,-0.075214,1.341981,0.25731,-0.033577,14
631,'2020/10/15 21:40:37:491',670,16.167774,-1.07038,0.050207,5228.078613,-608.571167,23.295477,-1.157245,2.392465,-0.104463,3.593313,0.11784,0.000718,-0.32068,0.479838,-0.020597,15
632,'2020/10/15 21:40:38:409',671,15.718475,-0.743368,0.039956,4714.388184,-307.589966,9.063064,0.409368,0.536204,-0.017007,5.25393,-0.045116,0.003131,-0.600345,0.252769,-0.007655,16
633,'2020/10/15 21:40:38:889',672,19.461777,-1.062999,0.077594,2700.586426,-101.609383,7.651759,3.816578,0.113484,-0.022904,5.357893,-0.054572,0.040397,1.180138,0.021754,-0.004264,17
634,'2020/10/15 21:40:39:689',673,5.431695,0.293854,0.002346,2218.368408,-199.494522,6.317008,1.89686,3.469923,-0.097878,3.753273,-0.030592,0.010377,1.031898,0.413665,-0.011705,18
635,'2020/10/15 21:40:40:510',674,11.001573,-0.727119,0.038212,853.297241,-10.031364,-0.016333,30.83152,-0.378849,0.044961,6.956072,-0.307719,0.014111,4.234544,-0.006339,0.00298,19
636,'2020/10/15 21:40:41:374',675,9.566562,-0.319198,0.021094,613.815125,21.856766,-0.698391,39.24696,-0.59757,0.021352,7.174658,-0.283901,0.010704,5.305929,-0.117425,0.004013,20
637,'2020/10/15 21:40:42:121',676,11.846322,-1.139638,0.071931,731.086487,10.106058,-0.168198,29.996101,1.027717,-0.016985,6.462458,-0.470515,0.028112,4.221212,0.068428,-0.001993,21
638,'2020/10/15 21:40:42:921',677,11.415564,-0.722023,0.043307,617.455994,67.2052,-2.13421,57.076073,-5.105131,0.137931,5.91309,-0.188686,0.012167,5.907288,-0.362145,0.009517,22
639,'2020/10/15 21:40:43:519',678,11.841225,-0.923771,0.021146,946.648865,47.334293,-4.893443,17.990545,-3.101366,0.336848,6.97919,-0.334963,0.01243,3.022336,-0.185614,0.024314,23
640,'2020/10/15 21:40:44:094',679,3.132857,2.811964,-0.283969,641.637695,-67.761009,11.184559,34.768394,10.873409,-1.281318,7.635693,-0.683542,0.042811,5.103897,0.435731,-0.065377,24
641,'2020/10/15 21:40:44:777',680,9.338959,-0.417802,0.029547,1158.234009,-73.960091,6.687231,9.364459,1.751894,-0.12426,7.489315,-0.558881,0.027142,2.386743,0.180467,-0.013984,25
642,'2020/10/15 21:40:45:609',681,13.67459,-0.823081,0.0329,1159.793213,-8.062023,-0.089966,16.384024,0.574829,-0.004829,7.568552,-0.506872,0.026028,3.026081,0.008959,0.000764,26
643,'2020/10/15 21:40:46:366',682,9.525751,-0.818088,0.053962,1006.407532,46.302177,-3.473962,32.804333,-2.694254,0.149973,4.467127,-0.106171,0.012101,4.201649,-0.210615,0.011433,27
644,'2020/10/15 21:40:47:241',683,10.479294,-0.273034,0.020138,500.777252,90.143776,-2.719181,52.664509,-3.598507,0.13963,5.865671,-0.212945,0.01036,5.366883,-0.259073,0.009911,28
645,'2020/10/15 21:40:48:104',684,8.168723,0.032098,0.00769,816.759521,22.614292,-1.016462,76.810799,-4.236239,0.114241,5.18652,-0.108623,0.012775,6.589709,-0.248576,0.006975,29
646,'2020/10/15 21:40:48:915',685,7.169597,-0.049736,0.018151,229.126602,145.526764,-5.21453,78.348961,-8.711969,0.295505,7.151528,-0.316303,0.014359,7.109831,-0.620516,0.02135,30
647,'2020/10/15 21:40:49:747',686,5.131855,0.004022,0.022168,1051.723999,14.2119,-0.383769,5.750441,1.87874,-0.006524,5.54904,-0.01345,0.001923,2.321496,0.089097,0.000885,31
648,'2020/10/15 21:40:50:536',687,11.746574,-1.281823,0.06881,1090.439453,-6.007784,-0.812575,9.760412,3.032412,-0.019491,6.11397,-0.198035,0.011035,2.613425,0.152192,0.000174,32
649,'2020/10/15 21:40:51:091',688,8.209125,0.980997,-0.163269,1078.411255,-151.994873,19.225464,12.760727,5.703048,-0.653496,4.640747,0.987565,-0.121026,2.477844,0.60387,-0.069425,33
650,'2020/10/15 21:40:51:869',689,17.363523,-1.274785,0.057754,1579.315796,-67.474434,2.687584,7.619068,0.932122,-0.037235,5.862117,-0.102967,0.006796,2.015729,0.095437,-0.004304,34
651,'2020/10/15 21:40:52:413',690,8.351551,0.77951,-0.153827,1860.766846,-109.330231,3.519235,12.729235,-3.312535,0.437569,4.45437,0.950808,-0.122296,1.800777,-0.096935,0.024051,35
652,'2020/10/15 21:40:53:139',691,13.030877,-0.482274,0.028658,1089.839478,-41.279121,3.753232,14.66275,2.479051,-0.174742,8.551017,-0.776941,0.040288,2.829249,0.184399,-0.015027,36
653,'2020/10/15 21:40:53:704',692,10.739602,-0.233383,-0.049859,1640.881226,-189.890656,12.156594,2.358919,4.849121,-0.295884,4.634092,0.289676,-0.029616,1.079846,0.55015,-0.033269,37
654,'2020/10/15 21:40:54:248',693,15.075928,1.329621,-0.280414,1825.977417,-326.812897,30.56885,-1.280718,10.578082,-0.997288,1.197056,3.366287,-0.344053,0.993504,1.103604,-0.106643,38
655,'2020/10/15 21:40:54:963',694,19.041214,-2.186513,0.116053,1107.39563,12.322541,-1.542746,25.759773,-1.722343,0.157133,8.179228,-0.717824,0.048852,3.527153,-0.149817,0.012796,39
656,'2020/10/15 21:40:55:709',695,15.811246,-1.574214,0.075232,838.914551,18.939016,-1.317384,37.823795,-0.53049,0.12435,9.891966,-1.102611,0.056396,4.587605,-0.081277,0.008467,40
657,'2020/10/15 21:40:56:306',696,19.775198,-3.78521,0.2517,739.517578,-56.15292,10.071042,89.197304,-3.998769,-0.223538,18.708569,-3.795997,0.226618,6.967906,-0.103123,-0.025675,41
658,'2020/10/15 21:40:56:904',697,21.293831,-3.491682,0.199487,1083.691162,24.336613,-0.946177,43.414299,-2.117489,-0.018663,10.091024,-1.415202,0.078156,4.914563,-0.187863,0.0015,42
659,'2020/10/15 21:40:57:704',698,16.103914,-1.488711,0.068144,940.835754,25.029589,-1.30644,62.578754,-4.271521,0.224831,8.093026,-0.547666,0.024114,6.185324,-0.301995,0.014302,43
660,'2020/10/15 21:40:58:312',699,13.219162,-0.759751,-0.012233,680.915466,121.574448,-8.249285,65.638603,-3.837516,0.028894,5.638689,-0.470885,0.036336,5.973835,-0.262804,0.004868,44
661,'2020/10/15 21:40:58:856',700,12.74133,0.305976,-0.15607,871.1745,-60.508919,12.546264,80.666389,-7.388038,-0.00503,5.041509,0.741386,-0.078823,6.999164,-0.376925,-0.013826,1
662,'2020/10/15 21:40:59:539',701,10.195704,-0.623409,0.077307,2541.840332,-366.569824,31.428179,4.069002,2.191363,-0.166488,5.229153,0.098452,-0.020747,1.303123,0.318168,-0.026639,2
663,'2020/10/15 21:41:00:051',702,21.548431,1.332783,-0.160699,4110.27002,-207.938843,20.93412,2.301917,0.206469,-0.019487,3.472178,0.083325,-0.013012,0.370092,0.09325,-0.008458,3
664,'2020/10/15 21:41:00:947',703,3.873694,1.022641,-0.006689,1974.315918,72.09819,1.712028,4.834855,0.225583,-0.017337,5.489143,-0.260428,0.010286,1.300154,-0.003055,-0.002335,4
665,'2020/10/15 21:41:01:490',704,17.583904,2.311851,-0.351482,4266.51709,7.203568,-2.989304,2.020109,0.017768,-0.000228,2.803917,0.466849,-0.059805,0.430184,-0.223069,0.029346,5
666,'2020/10/15 21:41:02:440',705,10.260783,0.162448,0.002545,1973.536255,281.185211,-2.837626,4.690342,-0.07343,-0.000291,3.591844,-0.075048,0.003596,1.693509,-0.180508,0.002334,6
667,'2020/10/15 21:41:03:443',706,12.890793,-0.305384,0.026377,8266.189453,-464.158264,11.18414,2.592398,0.146426,-0.004415,2.715668,0.14771,-0.004266,-2.221241,0.30899,-0.007227,7
668,'2020/10/15 21:41:03:996',707,21.844841,-0.095992,-0.170105,3441.40332,258.082642,-41.637444,4.319458,-0.697525,0.102247,4.52354,-0.414927,0.030018,1.052966,-0.112448,0.019369,8
669,'2020/10/15 21:41:04:530',708,11.249993,2.431908,-0.378864,2824.267822,-469.455902,35.513069,-5.206353,7.119096,-0.523002,4.573148,0.829339,-0.122898,0.155728,0.849575,-0.062104,9
670,'2020/10/15 21:41:05:053',709,-5.421501,9.593807,-0.915022,1622.305298,117.441505,-20.834888,5.84881,0.437773,0.124246,3.147184,1.200202,-0.130896,1.571101,0.050062,0.016192,10
671,'2020/10/15 21:41:05:864',710,10.957394,-0.498839,0.039671,1500.908691,-99.924377,4.871859,11.206131,2.13764,-0.123534,5.025013,-0.07598,0.008529,2.184069,0.26898,-0.014451,11
672,'2020/10/15 21:41:06:333',711,15.050229,0.296914,-0.081126,1580.453613,-166.459152,18.740366,5.469549,1.665488,-0.190957,6.53858,0.298312,-0.08114,1.723193,0.289366,-0.031668,12
673,'2020/10/15 21:41:07:218',712,5.964042,0.125839,0.01734,1511.40625,-49.631824,2.711575,16.474072,-0.197896,-0.015286,2.610641,0.179133,0.00031,2.868618,-0.000053,-0.002715,13
674,'2020/10/15 21:41:07:762',713,13.38442,2.54028,-0.390922,2495.955811,-416.138062,50.166462,4.127848,0.354208,-0.027715,5.85099,0.368417,-0.055022,0.897482,0.368861,-0.041087,14
675,'2020/10/15 21:41:08:626',714,15.454071,-1.043129,0.053745,5499.682617,-693.107422,27.84753,-3.918628,3.443789,-0.153068,2.929502,0.246431,-0.00517,-0.726694,0.608634,-0.026805,15
676,'2020/10/15 21:41:09:544',715,16.613026,-0.900412,0.046729,4522.940918,-289.314209,8.762721,0.246127,0.665071,-0.022861,6.477483,-0.137078,0.005817,-0.553123,0.256215,-0.008022,16
677,'2020/10/15 21:41:10:023',716,18.250977,0.208571,-0.091685,1992.202515,343.352356,-38.7286,4.564058,-0.482388,0.043051,4.920487,0.83492,-0.11101,1.499064,-0.208315,0.020497,17
678,'2020/10/15 21:41:10:824',717,2.794966,0.876948,-0.019929,2026.311035,-159.26741,4.659048,3.930248,2.409243,-0.039216,2.397908,0.377157,-0.007952,1.311822,0.316489,-0.00679,18
679,'2020/10/15 21:41:11:645',718,10.988126,-0.780378,0.043138,809.763855,14.211322,-1.157372,25.981672,0.762302,0.002826,6.463979,-0.245102,0.013333,4.014737,0.051089,0.000634,19
680,'2020/10/15 21:41:12:509',719,10.598609,-0.464522,0.026937,585.506104,44.627964,-1.81901,47.482815,-3.258542,0.138208,8.905685,-0.44612,0.015227,5.718874,-0.278093,0.011314,20
681,'2020/10/15 21:41:13:255',720,13.092041,-1.390967,0.083246,587.989807,69.979973,-3.348538,34.307953,-1.695919,0.141551,6.792821,-0.275602,0.013301,4.702055,-0.178807,0.011806,21
682,'2020/10/15 21:41:14:056',721,12.520405,-0.883345,0.047515,503.452209,82.512421,-2.463125,61.925484,-6.031314,0.170838,7.427413,-0.549847,0.027014,6.280448,-0.439258,0.012242,22
683,'2020/10/15 21:41:14:653',722,13.523478,-1.102919,0.01734,912.249329,-11.25518,1.019453,15.89666,0.056593,0.023694,7.51865,-0.371054,0.023938,2.965131,0.079012,-0.002006,23
684,'2020/10/15 21:41:15:228',723,1.222035,3.638823,-0.346021,618.91687,-54.076229,12.067119,26.70833,13.332937,-1.485324,7.94885,-0.487582,0.006092,4.788028,0.507205,-0.074657,24
685,'2020/10/15 21:41:15:911',724,10.32617,-0.50457,0.033369,947.238037,43.27993,-0.391639,11.950221,0.525707,-0.052452,8.867849,-1.068128,0.065195,2.769691,-0.032021,-0.001216,25
686,'2020/10/15 21:41:16:743',725,13.939141,-0.85721,0.034473,1087.055176,3.752536,-0.522916,22.041975,-0.387305,0.036272,8.440923,-0.479287,0.018237,3.425745,-0.05078,0.003266,26
