@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44}

@data
1703,'2020/10/15 21:53:26:863',1742,6.680912,-0.14963,0.418116,276.692444,952.306702,-146.512924,29.588602,-18.542397,3.604143,10.072427,-4.086577,0.772129,4.432207,-2.012193,0.374725,31
1704,'2020/10/15 21:53:27:674',1743,13.325991,-3.236064,0.513906,1052.64209,210.763245,-48.112747,36.887959,-25.238365,5.259721,7.187059,-0.198558,0.032191,4.46615,-1.975542,0.411437,32
1705,'2020/10/15 21:53:28:249',1744,13.325991,-3.236064,0.513906,1052.64209,210.763245,-48.112747,36.887959,-25.238365,5.259721,7.187059,-0.198558,0.032191,4.46615,-1.975542,0.411437,33
1706,'2020/10/15 21:53:29:039',1745,17.723427,-0.524322,-0.011504,2183.383789,-54.31551,-9.11194,1.68656,1.374598,-0.107876,-0.652985,4.614492,-0.664258,0.545373,0.371997,-0.026488,34
1707,'2020/10/15 21:53:29:593',1746,17.723427,-0.524322,-0.011504,2183.383789,-54.31551,-9.11194,1.68656,1.374598,-0.107876,-0.652985,4.614492,-0.664258,0.545373,0.371997,-0.026488,35
1708,'2020/10/15 21:53:30:340',1747,0.224289,-1.967822,1.690835,-137.186111,932.793884,-139.075928,57.587521,-26.815693,3.745014,1.831109,0.909993,-0.010869,5.999523,-1.850461,0.225847,36
1709,'2020/10/15 21:53:30:926',1748,0.224289,-1.967822,1.690835,-137.186111,932.793884,-139.075928,57.587521,-26.815693,3.745014,1.831109,0.909993,-0.010869,5.999523,-1.850461,0.225847,37
1710,'2020/10/15 21:53:31:491',1749,0.224289,-1.967822,1.690835,-137.186111,932.793884,-139.075928,57.587521,-26.815693,3.745014,1.831109,0.909993,-0.010869,5.999523,-1.850461,0.225847,38
1711,'2020/10/15 21:53:32:228',1750,-6.435914,14.234806,-2.066344,2867.402832,-597.828918,51.696804,1.445647,0.335039,0.824558,4.543384,0.870697,-0.120927,0.312416,0.513889,0.026455,39
1712,'2020/10/15 21:53:32:995',1751,39.125221,-32.944103,7.064396,1876.3927,-1003.98877,237.956284,-160.802246,243.488937,-60.609531,13.31813,-8.469533,1.672387,-7.141237,14.008346,-3.459203,40
1713,'2020/10/15 21:53:33:614',1752,10.548226,1.704342,-0.588053,961.026062,-121.51944,30.407097,34.844234,34.391125,-10.709533,7.587127,-1.645071,0.515817,4.7724,1.675938,-0.524927,41
1714,'2020/10/15 21:53:34:233',1753,10.548226,1.704342,-0.588053,961.026062,-121.51944,30.407097,34.844234,34.391125,-10.709533,7.587127,-1.645071,0.515817,4.7724,1.675938,-0.524927,42
1715,'2020/10/15 21:53:35:055',1754,10.265212,0.196357,-0.647419,1003.004028,269.897705,-64.458138,82.527565,-65.639595,15.923863,8.525298,-2.030154,0.100363,7.113407,-3.817641,0.886165,43
1716,'2020/10/15 21:53:35:673',1755,10.300406,5.426075,-2.066537,1268.206787,-207.754593,66.644043,32.433575,33.692604,-13.422435,1.303676,7.605845,-2.455742,4.083163,2.15157,-0.876098,44
1717,'2020/10/15 21:53:36:239',1756,13.979316,3.917667,-1.642493,2509.304932,-2072.769287,682.437195,-7.211085,47.580082,-14.462216,5.507115,1.750504,-0.811104,0.551646,4.57435,-1.424411,1
1718,'2020/10/15 21:53:36:942',1757,16.498501,-1.588926,0.561445,5115.741699,-2803.360596,500.505463,-9.256742,14.682046,-2.389143,4.177608,1.145252,-0.248633,-0.782083,2.300244,-0.391364,2
1719,'2020/10/15 21:53:37:475',1758,16.498501,-1.588926,0.561445,5115.741699,-2803.360596,500.505463,-9.256742,14.682046,-2.389143,4.177608,1.145252,-0.248633,-0.782083,2.300244,-0.391364,3
1720,'2020/10/15 21:53:38:382',1759,17.045467,-6.379897,0.92526,720.740112,376.181915,28.367123,15.975359,-3.543536,0.215014,8.464956,-2.077319,0.172188,2.943899,-0.465951,0.004305,4
1721,'2020/10/15 21:53:38:937',1760,21.509182,-1.511976,0.226417,4107.597168,795.292847,-213.63414,1.862905,-0.053385,0.009631,7.710943,-4.675177,1.353287,0.312696,-0.420502,0.10177,5
1722,'2020/10/15 21:53:39:908',1761,21.687307,-0.766549,-0.103131,8295.361328,-3367.696045,540.938904,2.173907,0.997332,-0.158849,4.333695,0.068133,-0.040392,-1.2907,1.422741,-0.242791,6
1723,'2020/10/15 21:53:40:921',1762,6.68625,3.935452,-0.233847,8896.621094,-1213.116577,82.795486,2.892277,-0.005166,0.002528,1.444014,1.425936,-0.13961,-2.797979,0.914396,-0.064073,7
1724,'2020/10/15 21:53:41:496',1763,6.68625,3.935452,-0.233847,8896.621094,-1213.116577,82.795486,2.892277,-0.005166,0.002528,1.444014,1.425936,-0.13961,-2.797979,0.914396,-0.064073,8
1725,'2020/10/15 21:53:42:051',1764,6.68625,3.935452,-0.233847,8896.621094,-1213.116577,82.795486,2.892277,-0.005166,0.002528,1.444014,1.425936,-0.13961,-2.797979,0.914396,-0.064073,9
1726,'2020/10/15 21:53:42:595',1765,6.68625,3.935452,-0.233847,8896.621094,-1213.116577,82.795486,2.892277,-0.005166,0.002528,1.444014,1.425936,-0.13961,-2.797979,0.914396,-0.064073,10
1727,'2020/10/15 21:53:43:427',1766,9.600376,3.123205,-0.374525,2018.158081,-371.752289,46.836472,3.637356,4.45805,-0.673143,2.241457,7.027103,-1.140798,1.182864,0.668816,-0.095894,11
1728,'2020/10/15 21:53:43:918',1767,9.600376,3.123205,-0.374525,2018.158081,-371.752289,46.836472,3.637356,4.45805,-0.673143,2.241457,7.027103,-1.140798,1.182864,0.668816,-0.095894,12
1729,'2020/10/15 21:53:44:825',1768,14.954062,-10.043471,3.55449,1959.050659,-1036.788452,334.126953,-4.668795,18.309584,-5.036476,-1.691936,3.842039,-0.349545,1.044463,1.680949,-0.520362,13
1730,'2020/10/15 21:53:45:390',1769,14.954062,-10.043471,3.55449,1959.050659,-1036.788452,334.126953,-4.668795,18.309584,-5.036476,-1.691936,3.842039,-0.349545,1.044463,1.680949,-0.520362,14
1731,'2020/10/15 21:53:46:276',1770,20.225639,-1.721573,0.197398,7188.813477,-1664.958008,136.899551,1.892385,0.858188,-0.103895,0.49756,4.755158,-0.651304,-0.695235,0.49006,-0.037433,15
1732,'2020/10/15 21:53:47:204',1771,26.059511,-10.849506,1.453875,6308.762207,-2076.877686,232.403397,-6.405513,6.798244,-0.805268,10.009212,-2.969503,0.35685,-2.311813,1.940806,-0.220647,16
1733,'2020/10/15 21:53:47:704',1772,26.059511,-10.849506,1.453875,6308.762207,-2076.877686,232.403397,-6.405513,6.798244,-0.805268,10.009212,-2.969503,0.35685,-2.311813,1.940806,-0.220647,17
1734,'2020/10/15 21:53:48:526',1773,-2.974742,8.916729,-1.162058,1676.750366,-51.994061,-29.297007,11.487041,-0.084129,0.534191,-0.266839,2.92418,-0.290739,2.164298,0.203995,0.027463,18
1735,'2020/10/15 21:53:49:368',1774,28.863405,-19.156094,3.112497,1179.901489,232.963272,-65.150902,-18.461922,32.088608,-4.768463,10.500688,-4.699701,0.883089,0.573572,2.013901,-0.277095,19
1736,'2020/10/15 21:53:50:254',1775,10.771826,-0.33456,0.056307,778.519287,71.589371,-17.87504,19.201008,5.683355,-0.795858,19.768456,-10.331314,2.067223,3.643564,0.219815,-0.021648,20
1737,'2020/10/15 21:53:51:022',1776,16.522882,-3.703767,0.529825,1008.929993,-149.211182,20.735914,16.917892,10.784448,-1.171867,6.992419,-0.52876,0.111952,3.344724,0.66851,-0.074778,21
1738,'2020/10/15 21:53:51:832',1777,14.761206,-1.966343,0.444667,8.541647,779.801636,-62.390995,66.174286,-22.006615,1.390274,7.905609,-1.238977,0.225986,7.044194,-2.0205,0.117234,22
1739,'2020/10/15 21:53:52:441',1778,9.75791,-0.652266,0.116613,1860.465942,-536.780945,85.959908,-0.128774,7.130028,-1.15767,7.981879,-1.036798,0.19266,0.91119,1.105771,-0.174508,23
1740,'2020/10/15 21:53:53:027',1779,9.75791,-0.652266,0.116613,1860.465942,-536.780945,85.959908,-0.128774,7.130028,-1.15767,7.981879,-1.036798,0.19266,0.91119,1.105771,-0.174508,24
1741,'2020/10/15 21:53:53:731',1780,7.26439,-8.854579,2.48447,2126.72998,-1029.823608,251.189011,9.09973,2.078474,-0.855051,4.087226,0.264445,-0.111357,1.853408,0.687839,-0.22227,25
1742,'2020/10/15 21:53:54:574',1781,12.156801,-4.731894,1.109604,1368.635986,-118.934509,30.160028,17.414066,-1.469651,-0.071543,6.832995,-2.986702,0.761308,2.986312,-0.100146,-0.019537,26
1743,'2020/10/15 21:53:55:353',1782,7.002889,2.32568,-0.245251,1259.363159,-77.313599,5.81297,22.06004,-3.620545,0.845459,7.204108,-0.410679,0.004214,3.288919,-0.190962,0.048904,27
1744,'2020/10/15 21:53:56:248',1783,2.337991,12.05845,-4.196721,1225.928955,-121.114288,55.184265,15.860868,10.461211,-3.570977,12.630081,-6.926229,1.273157,2.88581,0.793693,-0.29108,28
1745,'2020/10/15 21:53:57:123',1784,6.244599,0.07055,0.367066,814.674194,121.912956,-17.294569,59.376137,-16.621563,2.11009,10.416811,-3.702991,0.611163,6.123352,-1.29011,0.171698,29
1746,'2020/10/15 21:53:57:965',1785,28.15534,-21.197918,3.968626,359.182617,1052.217163,-189.034058,-5.184227,28.162785,-5.639947,8.072235,-2.17953,0.337081,2.391073,0.691118,-0.150209,30
1747,'2020/10/15 21:53:58:808',1786,7.582778,-0.631146,0.11457,1568.140503,-262.766266,56.149075,8.815504,0.922643,-0.283218,4.781801,0.481508,0.018269,2.08344,0.134832,-0.028195,31
1748,'2020/10/15 21:53:59:619',1787,11.365325,-1.508207,0.307474,1521.580811,-128.373505,-6.851605,10.941936,-4.583908,2.948668,6.702946,0.212964,-0.053891,2.196648,-0.195197,0.209645,32
1749,'2020/10/15 21:54:00:195',1788,11.365325,-1.508207,0.307474,1521.580811,-128.373505,-6.851605,10.941936,-4.583908,2.948668,6.702946,0.212964,-0.053891,2.196648,-0.195197,0.209645,33
1750,'2020/10/15 21:54:00:984',1789,-1.696922,15.449006,-2.833347,1986.947998,-63.256058,8.01771,0.736011,2.821525,-0.579217,-6.988268,11.277188,-2.285919,0.201567,0.893026,-0.179605,34
1751,'2020/10/15 21:54:01:539',1790,-1.696922,15.449006,-2.833347,1986.947998,-63.256058,8.01771,0.736011,2.821525,-0.579217,-6.988268,11.277188,-2.285919,0.201567,0.893026,-0.179605,35
1752,'2020/10/15 21:54:02:285',1791,-1.696922,15.449006,-2.833347,1986.947998,-63.256058,8.01771,0.736011,2.821525,-0.579217,-6.988268,11.277188,-2.285919,0.201567,0.893026,-0.179605,36
1753,'2020/10/15 21:54:02:872',1792,-1.696922,15.449006,-2.833347,1986.947998,-63.256058,8.01771,0.736011,2.821525,-0.579217,-6.988268,11.277188,-2.285919,0.201567,0.893026,-0.179605,37
1754,'2020/10/15 21:54:03:437',1793,-1.696922,15.449006,-2.833347,1986.947998,-63.256058,8.01771,0.736011,2.821525,-0.579217,-6.988268,11.277188,-2.285919,0.201567,0.893026,-0.179605,38
1755,'2020/10/15 21:54:04:174',1794,18.72126,-4.333994,0.764979,826.736389,197.76004,-19.755131,42.761932,-16.21018,2.238303,-0.082992,6.140026,-1.382011,4.942454,-1.196877,0.162966,39
1756,'2020/10/15 21:54:04:942',1795,13.384659,-0.100075,0.006849,1421.512939,-509.607422,191.933762,21.578678,13.523532,-6.392124,5.324545,1.197765,-0.231022,2.502001,2.193141,-0.852849,40
1757,'2020/10/15 21:54:05:560',1796,13.384659,-0.100075,0.006849,1421.512939,-509.607422,191.933762,21.578678,13.523532,-6.392124,5.324545,1.197765,-0.231022,2.502001,2.193141,-0.852849,41
1758,'2020/10/15 21:54:06:178',1797,13.384659,-0.100075,0.006849,1421.512939,-509.607422,191.933762,21.578678,13.523532,-6.392124,5.324545,1.197765,-0.231022,2.502001,2.193141,-0.852849,42
1759,'2020/10/15 21:54:07:000',1798,14.639848,-8.969726,2.729981,879.411072,475.368378,-121.626701,69.01236,-59.964233,16.863108,13.95457,-9.993222,2.563436,6.984101,-4.528279,1.244152,43
1760,'2020/10/15 21:54:07:618',1799,14.639848,-8.969726,2.729981,879.411072,475.368378,-121.626701,69.01236,-59.964233,16.863108,13.95457,-9.993222,2.563436,6.984101,-4.528279,1.244152,44
1761,'2020/10/15 21:54:08:184',1800,14.639848,-8.969726,2.729981,879.411072,475.368378,-121.626701,69.01236,-59.964233,16.863108,13.95457,-9.993222,2.563436,6.984101,-4.528279,1.244152,1
1762,'2020/10/15 21:54:08:888',1801,14.639848,-8.969726,2.729981,879.411072,475.368378,-121.626701,69.01236,-59.964233,16.863108,13.95457,-9.993222,2.563436,6.984101,-4.528279,1.244152,2
1763,'2020/10/15 21:54:09:422',1802,14.639848,-8.969726,2.729981,879.411072,475.368378,-121.626701,69.01236,-59.964233,16.863108,13.95457,-9.993222,2.563436,6.984101,-4.528279,1.244152,3
1764,'2020/10/15 21:54:10:328',1803,-4.830586,11.979712,-1.182585,-585.864441,3579.336426,-582.064819,8.261906,-5.551473,1.123948,-12.462593,19.848795,-4.88777,2.964575,-2.581785,0.510433,4
1765,'2020/10/15 21:54:10:882',1804,-4.830586,11.979712,-1.182585,-585.864441,3579.336426,-582.064819,8.261906,-5.551473,1.123948,-12.462593,19.848795,-4.88777,2.964575,-2.581785,0.510433,5
1766,'2020/10/15 21:54:11:853',1805,18.0198,4.300594,-1.343033,7818.862793,-3298.634521,769.400757,4.054508,-0.674728,0.076593,6.000068,-2.873075,0.624019,-1.016464,1.456881,-0.38102,6
1767,'2020/10/15 21:54:12:867',1806,29.964214,-24.475431,7.327014,14523.24707,-9364.867188,2005.390747,1.806601,1.347143,-0.268606,2.196407,0.522744,-0.064711,-4.055607,3.359521,-0.574503,7
1768,'2020/10/15 21:54:13:442',1807,29.964214,-24.475431,7.327014,14523.24707,-9364.867188,2005.390747,1.806601,1.347143,-0.268606,2.196407,0.522744,-0.064711,-4.055607,3.359521,-0.574503,8
1769,'2020/10/15 21:54:13:997',1808,29.964214,-24.475431,7.327014,14523.24707,-9364.867188,2005.390747,1.806601,1.347143,-0.268606,2.196407,0.522744,-0.064711,-4.055607,3.359521,-0.574503,9
1770,'2020/10/15 21:54:14:541',1809,29.964214,-24.475431,7.327014,14523.24707,-9364.867188,2005.390747,1.806601,1.347143,-0.268606,2.196407,0.522744,-0.064711,-4.055607,3.359521,-0.574503,10
1771,'2020/10/15 21:54:15:373',1810,29.964214,-24.475431,7.327014,14523.24707,-9364.867188,2005.390747,1.806601,1.347143,-0.268606,2.196407,0.522744,-0.064711,-4.055607,3.359521,-0.574503,11
1772,'2020/10/15 21:54:15:864',1811,29.964214,-24.475431,7.327014,14523.24707,-9364.867188,2005.390747,1.806601,1.347143,-0.268606,2.196407,0.522744,-0.064711,-4.055607,3.359521,-0.574503,12
1773,'2020/10/15 21:54:16:770',1812,29.964214,-24.475431,7.327014,14523.24707,-9364.867188,2005.390747,1.806601,1.347143,-0.268606,2.196407,0.522744,-0.064711,-4.055607,3.359521,-0.574503,13
1774,'2020/10/15 21:54:17:336',1813,29.964214,-24.475431,7.327014,14523.24707,-9364.867188,2005.390747,1.806601,1.347143,-0.268606,2.196407,0.522744,-0.064711,-4.055607,3.359521,-0.574503,14
1775,'2020/10/15 21:54:18:221',1814,15.6678,-3.548188,0.965552,420.272736,791.911316,-30.581581,10.208478,-1.83134,-0.084002,7.133136,-2.891433,0.73435,2.699744,-0.60292,-0.004445,15
1776,'2020/10/15 21:54:19:160',1815,15.6678,-3.548188,0.965552,420.272736,791.911316,-30.581581,10.208478,-1.83134,-0.084002,7.133136,-2.891433,0.73435,2.699744,-0.60292,-0.004445,16
1777,'2020/10/15 21:54:19:661',1816,15.6678,-3.548188,0.965552,420.272736,791.911316,-30.581581,10.208478,-1.83134,-0.084002,7.133136,-2.891433,0.73435,2.699744,-0.60292,-0.004445,17
1778,'2020/10/15 21:54:20:482',1817,49.853989,-41.346691,8.351204,6951.558105,-5018.52832,980.348938,-33.841171,40.58559,-4.132103,15.733624,-12.563934,3.184675,-4.696456,6.319422,-0.969237,18
1779,'2020/10/15 21:54:21:325',1818,49.853989,-41.346691,8.351204,6951.558105,-5018.52832,980.348938,-33.841171,40.58559,-4.132103,15.733624,-12.563934,3.184675,-4.696456,6.319422,-0.969237,19
1780,'2020/10/15 21:54:22:210',1819,11.6567,-0.847277,0.34103,414.403137,327.789825,-57.269966,46.057934,-17.936529,3.479953,20.461182,-10.409932,1.78219,5.91783,-1.705625,0.326953,20
1781,'2020/10/15 21:54:22:979',1820,16.604235,-7.454014,1.825079,1261.131592,-312.629578,60.99765,4.738302,15.489846,-2.420309,15.616488,-11.85079,3.184792,2.224044,1.163786,-0.189064,21
1782,'2020/10/15 21:54:23:800',1821,45.860703,-38.308018,7.840648,1586.283569,-971.351318,228.206436,18.455338,37.076275,-12.571476,31.209675,-20.57522,3.851734,2.187661,3.724238,-1.070921,22
1783,'2020/10/15 21:54:24:408',1822,45.860703,-38.308018,7.840648,1586.283569,-971.351318,228.206436,18.455338,37.076275,-12.571476,31.209675,-20.57522,3.851734,2.187661,3.724238,-1.070921,23
1784,'2020/10/15 21:54:24:994',1823,45.860703,-38.308018,7.840648,1586.283569,-971.351318,228.206436,18.455338,37.076275,-12.571476,31.209675,-20.57522,3.851734,2.187661,3.724238,-1.070921,24
1785,'2020/10/15 21:54:25:698',1824,45.860703,-38.308018,7.840648,1586.283569,-971.351318,228.206436,18.455338,37.076275,-12.571476,31.209675,-20.57522,3.851734,2.187661,3.724238,-1.070921,25
1786,'2020/10/15 21:54:26:541',1825,35.654591,-34.043446,8.592669,5468.341309,-4534.217285,1135.911499,-60.214931,86.743431,-21.873533,-0.571567,7.904736,-2.208856,-6.869193,10.969166,-2.807395,26
1787,'2020/10/15 21:54:27:319',1826,35.654591,-34.043446,8.592669,5468.341309,-4534.217285,1135.911499,-60.214931,86.743431,-21.873533,-0.571567,7.904736,-2.208856,-6.869193,10.969166,-2.807395,27
1788,'2020/10/15 21:54:28:215',1827,35.654591,-34.043446,8.592669,5468.341309,-4534.217285,1135.911499,-60.214931,86.743431,-21.873533,-0.571567,7.904736,-2.208856,-6.869193,10.969166,-2.807395,28
1789,'2020/10/15 21:54:29:101',1828,35.654591,-34.043446,8.592669,5468.341309,-4534.217285,1135.911499,-60.214931,86.743431,-21.873533,-0.571567,7.904736,-2.208856,-6.869193,10.969166,-2.807395,29
1790,'2020/10/15 21:54:29:933',1829,1.352957,8.451194,-0.933721,-1688.37439,3247.224365,-722.885803,86.112183,-69.516045,14.966618,11.420197,-6.356169,1.580025,10.032928,-7.454678,1.630882,30
1791,'2020/10/15 21:54:30:786',1830,1.352957,8.451194,-0.933721,-1688.37439,3247.224365,-722.885803,86.112183,-69.516045,14.966618,11.420197,-6.356169,1.580025,10.032928,-7.454678,1.630882,31
1792,'2020/10/15 21:54:31:597',1831,1.352957,8.451194,-0.933721,-1688.37439,3247.224365,-722.885803,86.112183,-69.516045,14.966618,11.420197,-6.356169,1.580025,10.032928,-7.454678,1.630882,32
1793,'2020/10/15 21:54:32:173',1832,1.352957,8.451194,-0.933721,-1688.37439,3247.224365,-722.885803,86.112183,-69.516045,14.966618,11.420197,-6.356169,1.580025,10.032928,-7.454678,1.630882,33
1794,'2020/10/15 21:54:32:962',1833,1.352957,8.451194,-0.933721,-1688.37439,3247.224365,-722.885803,86.112183,-69.516045,14.966618,11.420197,-6.356169,1.580025,10.032928,-7.454678,1.630882,34
1795,'2020/10/15 21:54:33:516',1834,1.352957,8.451194,-0.933721,-1688.37439,3247.224365,-722.885803,86.112183,-69.516045,14.966618,11.420197,-6.356169,1.580025,10.032928,-7.454678,1.630882,35
1796,'2020/10/15 21:54:34:264',1835,1.352957,8.451194,-0.933721,-1688.37439,3247.224365,-722.885803,86.112183,-69.516045,14.966618,11.420197,-6.356169,1.580025,10.032928,-7.454678,1.630882,36
1797,'2020/10/15 21:54:34:850',1836,1.352957,8.451194,-0.933721,-1688.37439,3247.224365,-722.885803,86.112183,-69.516045,14.966618,11.420197,-6.356169,1.580025,10.032928,-7.454678,1.630882,37
1798,'2020/10/15 21:54:35:415',1837,1.352957,8.451194,-0.933721,-1688.37439,3247.224365,-722.885803,86.112183,-69.516045,14.966618,11.420197,-6.356169,1.580025,10.032928,-7.454678,1.630882,38
1799,'2020/10/15 21:54:36:151',1838,1.352957,8.451194,-0.933721,-1688.37439,3247.224365,-722.885803,86.112183,-69.516045,14.966618,11.420197,-6.356169,1.580025,10.032928,-7.454678,1.630882,39
1800,'2020/10/15 21:54:36:919',1839,18.257505,-6.839836,1.738916,1035.418335,237.591629,-69.701508,21.107862,-1.591208,0.148851,8.787436,-3.301705,0.942851,3.560851,-0.511485,0.143315,40
1801,'2020/10/15 21:54:37:538',1840,18.257505,-6.839836,1.738916,1035.418335,237.591629,-69.701508,21.107862,-1.591208,0.148851,8.787436,-3.301705,0.942851,3.560851,-0.511485,0.143315,41
1802,'2020/10/15 21:54:38:156',1841,18.257505,-6.839836,1.738916,1035.418335,237.591629,-69.701508,21.107862,-1.591208,0.148851,8.787436,-3.301705,0.942851,3.560851,-0.511485,0.143315,42
1803,'2020/10/15 21:54:38:979',1842,-1.329263,12.436503,-2.579989,1478.604126,-245.594284,48.902546,-26.743814,64.996101,-13.933949,4.617776,2.345898,-0.563263,0.411351,3.961719,-0.845006,43
1804,'2020/10/15 21:54:39:596',1843,-1.329263,12.436503,-2.579989,1478.604126,-245.594284,48.902546,-26.743814,64.996101,-13.933949,4.617776,2.345898,-0.563263,0.411351,3.961719,-0.845006,44
1805,'2020/10/15 21:54:40:162',1844,-1.329263,12.436503,-2.579989,1478.604126,-245.594284,48.902546,-26.743814,64.996101,-13.933949,4.617776,2.345898,-0.563263,0.411351,3.961719,-0.845006,1
1806,'2020/10/15 21:54:40:866',1845,-1.329263,12.436503,-2.579989,1478.604126,-245.594284,48.902546,-26.743814,64.996101,-13.933949,4.617776,2.345898,-0.563263,0.411351,3.961719,-0.845006,2
1807,'2020/10/15 21:54:41:399',1846,-1.329263,12.436503,-2.579989,1478.604126,-245.594284,48.902546,-26.743814,64.996101,-13.933949,4.617776,2.345898,-0.563263,0.411351,3.961719,-0.845006,3
1808,'2020/10/15 21:54:42:306',1847,-20.769373,27.799206,-4.728654,-1982.234741,4799.213867,-818.536743,7.746577,-4.610648,0.873534,8.172234,-4.279263,0.983962,2.738943,-1.956864,0.323664,4
1809,'2020/10/15 21:54:42:871',1848,-20.769373,27.799206,-4.728654,-1982.234741,4799.213867,-818.536743,7.746577,-4.610648,0.873534,8.172234,-4.279263,0.983962,2.738943,-1.956864,0.323664,5
1810,'2020/10/15 21:54:43:842',1849,18.130833,-7.175091,1.68968,873.645386,4613.599609,-823.080688,5.13659,-2.72014,0.669371,4.224424,1.867593,-0.877199,2.42435,-2.868421,0.505615,6
1811,'2020/10/15 21:54:44:855',1850,22.156702,-14.749552,3.100046,10210.104492,-4501.205078,696.567261,2.136983,0.423692,-0.053084,5.938131,0.199228,-0.142717,-2.892417,2.17937,-0.313819,7
1812,'2020/10/15 21:54:45:431',1851,22.156702,-14.749552,3.100046,10210.104492,-4501.205078,696.567261,2.136983,0.423692,-0.053084,5.938131,0.199228,-0.142717,-2.892417,2.17937,-0.313819,8
1813,'2020/10/15 21:54:45:986',1852,22.156702,-14.749552,3.100046,10210.104492,-4501.205078,696.567261,2.136983,0.423692,-0.053084,5.938131,0.199228,-0.142717,-2.892417,2.17937,-0.313819,9
1814,'2020/10/15 21:54:46:530',1853,22.156702,-14.749552,3.100046,10210.104492,-4501.205078,696.567261,2.136983,0.423692,-0.053084,5.938131,0.199228,-0.142717,-2.892417,2.17937,-0.313819,10
1815,'2020/10/15 21:54:47:362',1854,22.156702,-14.749552,3.100046,10210.104492,-4501.205078,696.567261,2.136983,0.423692,-0.053084,5.938131,0.199228,-0.142717,-2.892417,2.17937,-0.313819,11
1816,'2020/10/15 21:54:47:853',1855,22.156702,-14.749552,3.100046,10210.104492,-4501.205078,696.567261,2.136983,0.423692,-0.053084,5.938131,0.199228,-0.142717,-2.892417,2.17937,-0.313819,12
1817,'2020/10/15 21:54:48:759',1856,22.156702,-14.749552,3.100046,10210.104492,-4501.205078,696.567261,2.136983,0.423692,-0.053084,5.938131,0.199228,-0.142717,-2.892417,2.17937,-0.313819,13
1818,'2020/10/15 21:54:49:325',1857,22.156702,-14.749552,3.100046,10210.104492,-4501.205078,696.567261,2.136983,0.423692,-0.053084,5.938131,0.199228,-0.142717,-2.892417,2.17937,-0.313819,14
1819,'2020/10/15 21:54:50:210',1858,19.950068,-5.85815,1.55099,6344.224609,-4987.403809,1249.609741,-10.661019,17.575886,-4.373641,5.460667,0.876459,-0.21851,-2.960792,4.856187,-1.228943,15
1820,'2020/10/15 21:54:51:148',1859,10.448181,3.394919,-1.083345,5431.874023,-1012.588806,109.325706,1.349517,-0.073038,0.07365,1.674453,5.693694,-1.754493,-0.462587,0.106593,0.05098,16
1821,'2020/10/15 21:54:51:650',1860,10.448181,3.394919,-1.083345,5431.874023,-1012.588806,109.325706,1.349517,-0.073038,0.07365,1.674453,5.693694,-1.754493,-0.462587,0.106593,0.05098,17
1822,'2020/10/15 21:54:52:471',1861,10.448181,3.394919,-1.083345,5431.874023,-1012.588806,109.325706,1.349517,-0.073038,0.07365,1.674453,5.693694,-1.754493,-0.462587,0.106593,0.05098,18
1823,'2020/10/15 21:54:53:314',1862,10.448181,3.394919,-1.083345,5431.874023,-1012.588806,109.325706,1.349517,-0.073038,0.07365,1.674453,5.693694,-1.754493,-0.462587,0.106593,0.05098,19
1824,'2020/10/15 21:54:54:199',1863,10.448181,3.394919,-1.083345,5431.874023,-1012.588806,109.325706,1.349517,-0.073038,0.07365,1.674453,5.693694,-1.754493,-0.462587,0.106593,0.05098,20
1825,'2020/10/15 21:54:54:967',1864,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,21
1826,'2020/10/15 21:54:55:788',1865,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,22
1827,'2020/10/15 21:54:56:396',1866,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,23
1828,'2020/10/15 21:54:56:993',1867,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,24
1829,'2020/10/15 21:54:57:698',1868,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,25
1830,'2020/10/15 21:54:58:540',1869,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,26
